[tuimon] frame 47ms | push:12 wait:0 snap:34 encode:2 | 84KB
[tuimon] frame 48ms | push:12 wait:1 snap:34 encode:2 | 84KB
[tuimon] frame 69ms | push:12 wait:2 snap:33 encode:21 | 85KB
[tuimon] frame 72ms | push:11 wait:1 snap:44 encode:17 | 85KB
[tuimon] frame 45ms | push:11 wait:2 snap:31 encode:1 | 85KB
[tuimon] frame 71ms | push:13 wait:1 snap:41 encode:15 | 87KB
[tuimon] frame 57ms | push:12 wait:2 snap:42 encode:2 | 84KB
[tuimon] frame 69ms | push:26 wait:0 snap:41 encode:2 | 85KB
[tuimon] frame 86ms | push:20 wait:2 snap:49 encode:16 | 85KB
[tuimon] frame 69ms | push:13 wait:2 snap:38 encode:16 | 85KB
[tuimon] frame 77ms | push:12 wait:0 snap:44 encode:21 | 85KB
[tuimon] frame 56ms | push:12 wait:1 snap:42 encode:1 | 85KB
[tuimon] frame 52ms | push:11 wait:2 snap:36 encode:3 | 83KB
[tuimon] frame 50ms | push:11 wait:0 snap:37 encode:2 | 83KB
[tuimon] frame 50ms | push:12 wait:2 snap:34 encode:2 | 83KB
[tuimon] frame 58ms | push:12 wait:3 snap:42 encode:2 | 84KB
[tuimon] frame 49ms | push:14 wait:2 snap:32 encode:2 | 83KB
[tuimon] frame 67ms | push:14 wait:0 snap:36 encode:17 | 85KB
[tuimon] frame 94ms | push:28 wait:5 snap:59 encode:1 | 83KB
[tuimon] frame 117ms | push:30 wait:4 snap:65 encode:17 | 84KB
[tuimon] frame 130ms | push:18 wait:2 snap:46 encode:64 | 84KB
[tuimon] frame 80ms | push:31 wait:1 snap:45 encode:3 | 83KB
[tuimon] frame 60ms | push:14 wait:1 snap:43 encode:1 | 83KB
[tuimon] frame 80ms | push:45 wait:2 snap:33 encode:1 | 84KB
[tuimon] frame 73ms | push:14 wait:1 snap:56 encode:2 | 84KB
[tuimon] frame 88ms | push:18 wait:0 snap:52 encode:18 | 84KB
[tuimon] frame 144ms | push:42 wait:3 snap:76 encode:22 | 85KB
[tuimon] frame 77ms | push:15 wait:2 snap:37 encode:23 | 85KB
[tuimon] frame 65ms | push:16 wait:0 snap:32 encode:16 | 85KB
[tuimon] frame 53ms | push:15 wait:1 snap:36 encode:1 | 83KB
[tuimon] frame 49ms | push:12 wait:1 snap:33 encode:2 | 83KB
[tuimon] frame 111ms | push:52 wait:1 snap:41 encode:17 | 83KB
[tuimon] frame 50ms | push:13 wait:1 snap:35 encode:1 | 84KB
[tuimon] frame 66ms | push:25 wait:1 snap:38 encode:2 | 83KB
[tuimon] frame 50ms | push:12 wait:2 snap:34 encode:2 | 85KB
[tuimon] frame 61ms | push:16 wait:2 snap:42 encode:1 | 83KB
[tuimon] frame 84ms | push:14 wait:2 snap:40 encode:28 | 85KB
[tuimon] frame 56ms | push:13 wait:2 snap:40 encode:2 | 83KB
[tuimon] frame 57ms | push:17 wait:0 snap:38 encode:2 | 83KB
[tuimon] frame 56ms | push:13 wait:2 snap:39 encode:2 | 83KB
[tuimon] frame 70ms | push:11 wait:2 snap:40 encode:17 | 84KB
[tuimon] frame 72ms | push:12 wait:1 snap:36 encode:23 | 84KB
[tuimon] frame 94ms | push:12 wait:2 snap:38 encode:43 | 84KB
[tuimon] frame 67ms | push:12 wait:0 snap:38 encode:16 | 83KB
[tuimon] frame 72ms | push:18 wait:1 snap:51 encode:2 | 82KB
[tuimon] frame 59ms | push:21 wait:1 snap:35 encode:2 | 83KB
[tuimon] frame 94ms | push:39 wait:1 snap:48 encode:6 | 84KB
[tuimon] frame 90ms | push:22 wait:1 snap:66 encode:3 | 85KB
[tuimon] frame 237ms | push:48 wait:3 snap:183 encode:2 | 83KB
[tuimon] frame 75ms | push:20 wait:1 snap:39 encode:15 | 84KB
[tuimon] frame 59ms | push:14 wait:1 snap:42 encode:2 | 84KB
[tuimon] frame 60ms | push:14 wait:0 snap:44 encode:1 | 84KB
[tuimon] frame 55ms | push:12 wait:1 snap:40 encode:2 | 84KB
[tuimon] frame 56ms | push:13 wait:2 snap:38 encode:2 | 84KB
[tuimon] frame 56ms | push:14 wait:1 snap:39 encode:2 | 83KB
[tuimon] frame 73ms | push:14 wait:0 snap:35 encode:24 | 84KB
[tuimon] frame 55ms | push:14 wait:2 snap:37 encode:2 | 84KB
[tuimon] frame 103ms | push:31 wait:2 snap:39 encode:32 | 84KB
[tuimon] frame 100ms | push:15 wait:2 snap:58 encode:25 | 84KB
[tuimon] frame 57ms | push:12 wait:0 snap:39 encode:6 | 83KB
[tuimon] frame 70ms | push:15 wait:1 snap:51 encode:3 | 82KB
[tuimon] frame 56ms | push:13 wait:2 snap:39 encode:2 | 83KB
[tuimon] frame 143ms | push:13 wait:1 snap:53 encode:76 | 84KB
[tuimon] frame 166ms | push:41 wait:1 snap:104 encode:20 | 83KB
[tuimon] frame 77ms | push:19 wait:0 snap:56 encode:2 | 84KB
[tuimon] frame 82ms | push:14 wait:1 snap:66 encode:1 | 82KB
[tuimon] frame 58ms | push:17 wait:0 snap:39 encode:1 | 82KB
[tuimon] frame 73ms | push:23 wait:1 snap:48 encode:1 | 83KB
[tuimon] frame 79ms | push:15 wait:1 snap:48 encode:15 | 82KB
[tuimon] frame 65ms | push:14 wait:0 snap:34 encode:16 | 83KB
[tuimon] frame 49ms | push:14 wait:1 snap:32 encode:1 | 82KB
[tuimon] frame 57ms | push:14 wait:2 snap:40 encode:2 | 84KB
[tuimon] frame 63ms | push:13 wait:2 snap:33 encode:15 | 82KB
[tuimon] frame 83ms | push:22 wait:1 snap:58 encode:1 | 83KB
[tuimon] frame 72ms | push:12 wait:2 snap:41 encode:17 | 83KB
[tuimon] frame 56ms | push:11 wait:0 snap:43 encode:1 | 82KB
[tuimon] frame 56ms | push:12 wait:2 snap:40 encode:2 | 82KB
[tuimon] frame 54ms | push:14 wait:2 snap:37 encode:2 | 82KB
[tuimon] frame 51ms | push:11 wait:2 snap:36 encode:2 | 83KB
[tuimon] frame 50ms | push:12 wait:2 snap:35 encode:1 | 83KB
[tuimon] frame 76ms | push:13 wait:2 snap:42 encode:19 | 83KB
[tuimon] frame 62ms | push:11 wait:1 snap:34 encode:15 | 85KB
[tuimon] frame 82ms | push:14 wait:0 snap:33 encode:35 | 84KB
[tuimon] frame 65ms | push:13 wait:2 snap:35 encode:15 | 85KB
[tuimon] frame 62ms | push:11 wait:0 snap:36 encode:14 | 85KB
[tuimon] frame 49ms | push:12 wait:1 snap:35 encode:1 | 84KB
[tuimon] frame 82ms | push:21 wait:2 snap:58 encode:1 | 84KB
[tuimon] frame 68ms | push:13 wait:2 snap:50 encode:2 | 84KB
[tuimon] frame 70ms | push:12 wait:0 snap:35 encode:23 | 85KB
[tuimon] frame 100ms | push:22 wait:0 snap:51 encode:27 | 85KB
[tuimon] frame 81ms | push:17 wait:1 snap:44 encode:18 | 85KB
[tuimon] frame 62ms | push:25 wait:1 snap:35 encode:2 | 84KB
[tuimon] frame 59ms | push:11 wait:1 snap:34 encode:14 | 83KB
[tuimon] frame 88ms | push:18 wait:2 snap:47 encode:23 | 83KB
[tuimon] frame 54ms | push:14 wait:1 snap:37 encode:1 | 82KB
[tuimon] frame 65ms | push:25 wait:2 snap:37 encode:2 | 82KB
[tuimon] frame 49ms | push:12 wait:1 snap:34 encode:1 | 81KB
[tuimon] frame 48ms | push:11 wait:1 snap:34 encode:1 | 81KB
[tuimon] frame 44ms | push:11 wait:1 snap:31 encode:2 | 81KB
[tuimon] frame 57ms | push:11 wait:1 snap:42 encode:2 | 81KB
[tuimon] frame 59ms | push:13 wait:2 snap:43 encode:1 | 80KB
[tuimon] frame 54ms | push:11 wait:1 snap:41 encode:2 | 80KB
[tuimon] frame 53ms | push:12 wait:1 snap:38 encode:2 | 80KB
[tuimon] frame 80ms | push:12 wait:2 snap:45 encode:22 | 82KB
[tuimon] frame 53ms | push:13 wait:1 snap:37 encode:1 | 80KB
[tuimon] frame 49ms | push:11 wait:2 snap:35 encode:1 | 80KB
[tuimon] frame 52ms | push:12 wait:2 snap:37 encode:1 | 81KB
[tuimon] frame 53ms | push:12 wait:2 snap:37 encode:2 | 81KB
[tuimon] frame 51ms | push:12 wait:1 snap:35 encode:2 | 82KB
[tuimon] frame 57ms | push:16 wait:0 snap:39 encode:1 | 81KB
[tuimon] frame 49ms | push:12 wait:0 snap:35 encode:2 | 81KB
[tuimon] frame 60ms | push:19 wait:2 snap:38 encode:1 | 80KB
[tuimon] frame 70ms | push:27 wait:0 snap:41 encode:2 | 80KB
[tuimon] frame 72ms | push:15 wait:0 snap:55 encode:2 | 80KB
[tuimon] frame 81ms | push:13 wait:0 snap:66 encode:2 | 82KB
[tuimon] frame 63ms | push:14 wait:2 snap:46 encode:1 | 81KB
[tuimon] frame 127ms | push:32 wait:1 snap:92 encode:2 | 81KB
[tuimon] frame 55ms | push:13 wait:0 snap:40 encode:1 | 82KB
[tuimon] frame 60ms | push:15 wait:1 snap:42 encode:2 | 81KB
[tuimon] frame 65ms | push:14 wait:1 snap:48 encode:2 | 80KB
[tuimon] frame 71ms | push:26 wait:1 snap:43 encode:1 | 81KB
[tuimon] frame 77ms | push:19 wait:1 snap:56 encode:1 | 79KB
[tuimon] frame 63ms | push:17 wait:1 snap:44 encode:1 | 81KB
[tuimon] frame 54ms | push:15 wait:1 snap:35 encode:2 | 80KB
[tuimon] frame 69ms | push:26 wait:2 snap:40 encode:2 | 80KB
[tuimon] frame 53ms | push:12 wait:0 snap:39 encode:1 | 80KB
[tuimon] frame 49ms | push:12 wait:1 snap:34 encode:1 | 81KB
[tuimon] frame 56ms | push:16 wait:1 snap:38 encode:2 | 79KB
[tuimon] frame 46ms | push:11 wait:1 snap:33 encode:2 | 79KB
[tuimon] frame 61ms | push:19 wait:1 snap:39 encode:2 | 81KB
[tuimon] frame 50ms | push:12 wait:2 snap:34 encode:2 | 80KB
[tuimon] frame 56ms | push:12 wait:2 snap:40 encode:2 | 81KB
[tuimon] frame 97ms | push:59 wait:2 snap:35 encode:1 | 80KB
[tuimon] frame 58ms | push:13 wait:1 snap:43 encode:1 | 81KB
[tuimon] frame 61ms | push:12 wait:1 snap:46 encode:2 | 80KB
[tuimon] frame 52ms | push:12 wait:1 snap:37 encode:1 | 80KB
[tuimon] frame 56ms | push:14 wait:1 snap:39 encode:2 | 81KB
[tuimon] frame 53ms | push:12 wait:1 snap:37 encode:4 | 80KB
[tuimon] frame 51ms | push:13 wait:2 snap:35 encode:2 | 80KB
[tuimon] frame 54ms | push:14 wait:2 snap:36 encode:2 | 80KB
[tuimon] frame 52ms | push:14 wait:1 snap:36 encode:2 | 79KB
[tuimon] frame 55ms | push:16 wait:1 snap:36 encode:1 | 80KB
[tuimon] frame 51ms | push:14 wait:1 snap:34 encode:2 | 82KB
[tuimon] frame 57ms | push:20 wait:2 snap:34 encode:1 | 79KB
[tuimon] frame 51ms | push:13 wait:1 snap:36 encode:2 | 80KB
[tuimon] frame 53ms | push:15 wait:0 snap:37 encode:1 | 80KB
[tuimon] frame 70ms | push:12 wait:0 snap:47 encode:11 | 80KB
[tuimon] frame 54ms | push:17 wait:1 snap:34 encode:1 | 80KB
[tuimon] frame 53ms | push:17 wait:1 snap:34 encode:1 | 80KB
[tuimon] frame 121ms | push:51 wait:1 snap:66 encode:1 | 81KB
[tuimon] frame 63ms | push:15 wait:1 snap:45 encode:3 | 81KB
[tuimon] frame 211ms | push:103 wait:0 snap:96 encode:12 | 82KB
[tuimon] frame 121ms | push:30 wait:1 snap:71 encode:18 | 81KB
[tuimon] frame 74ms | push:18 wait:0 snap:55 encode:1 | 83KB
[tuimon] frame 101ms | push:19 wait:1 snap:62 encode:18 | 83KB
[tuimon] frame 79ms | push:16 wait:1 snap:61 encode:1 | 83KB
[tuimon] frame 103ms | push:32 wait:2 snap:53 encode:17 | 84KB
[tuimon] frame 57ms | push:14 wait:1 snap:40 encode:1 | 85KB
[tuimon] frame 67ms | push:11 wait:1 snap:40 encode:14 | 85KB
[tuimon] frame 82ms | push:13 wait:1 snap:50 encode:18 | 84KB
[tuimon] frame 55ms | push:11 wait:2 snap:40 encode:1 | 84KB
[tuimon] frame 72ms | push:11 wait:1 snap:41 encode:18 | 85KB
[tuimon] frame 55ms | push:12 wait:2 snap:39 encode:2 | 83KB
[tuimon] frame 66ms | push:12 wait:1 snap:37 encode:17 | 86KB
[tuimon] frame 62ms | push:11 wait:1 snap:35 encode:15 | 84KB
[tuimon] frame 77ms | push:15 wait:2 snap:44 encode:16 | 85KB
[tuimon] frame 64ms | push:13 wait:0 snap:35 encode:16 | 85KB
[tuimon] frame 48ms | push:11 wait:2 snap:33 encode:2 | 85KB
[tuimon] frame 62ms | push:11 wait:2 snap:34 encode:16 | 85KB
[tuimon] frame 60ms | push:11 wait:0 snap:33 encode:15 | 86KB
[tuimon] frame 79ms | push:13 wait:2 snap:45 encode:20 | 84KB
[tuimon] frame 46ms | push:12 wait:0 snap:33 encode:1 | 86KB
[tuimon] frame 76ms | push:14 wait:0 snap:46 encode:15 | 85KB
[tuimon] frame 78ms | push:12 wait:2 snap:49 encode:15 | 86KB
[tuimon] frame 65ms | push:15 wait:1 snap:47 encode:1 | 84KB
[tuimon] frame 65ms | push:17 wait:1 snap:45 encode:2 | 83KB
[tuimon] frame 61ms | push:16 wait:1 snap:43 encode:1 | 83KB
[tuimon] frame 137ms | push:13 wait:2 snap:120 encode:3 | 83KB
[tuimon] frame 91ms | push:20 wait:0 snap:52 encode:19 | 85KB
[tuimon] frame 89ms | push:16 wait:1 snap:71 encode:1 | 83KB
[tuimon] frame 88ms | push:29 wait:2 snap:55 encode:1 | 83KB
[tuimon] frame 70ms | push:15 wait:1 snap:52 encode:1 | 82KB
[tuimon] frame 54ms | push:13 wait:1 snap:39 encode:1 | 81KB
[tuimon] frame 70ms | push:23 wait:3 snap:42 encode:2 | 83KB
[tuimon] frame 54ms | push:12 wait:2 snap:36 encode:4 | 82KB
[tuimon] frame 50ms | push:13 wait:2 snap:34 encode:2 | 82KB
[tuimon] frame 54ms | push:12 wait:2 snap:39 encode:2 | 84KB
[tuimon] frame 82ms | push:20 wait:2 snap:49 encode:12 | 82KB
[tuimon] frame 78ms | push:23 wait:1 snap:51 encode:2 | 81KB
[tuimon] frame 87ms | push:27 wait:1 snap:57 encode:2 | 82KB
[tuimon] frame 148ms | push:70 wait:3 snap:69 encode:5 | 82KB
[tuimon] frame 243ms | push:67 wait:0 snap:116 encode:60 | 81KB
[tuimon] frame 156ms | push:52 wait:0 snap:75 encode:29 | 82KB
[tuimon] frame 148ms | push:24 wait:1 snap:106 encode:17 | 82KB
[tuimon] frame 183ms | push:67 wait:3 snap:91 encode:23 | 82KB
[tuimon] frame 125ms | push:31 wait:1 snap:66 encode:27 | 82KB
[tuimon] frame 114ms | push:52 wait:7 snap:53 encode:1 | 82KB
[tuimon] frame 92ms | push:19 wait:1 snap:55 encode:16 | 83KB
[tuimon] frame 58ms | push:13 wait:1 snap:41 encode:2 | 82KB
[tuimon] frame 73ms | push:13 wait:1 snap:56 encode:3 | 82KB
[tuimon] frame 51ms | push:16 wait:1 snap:33 encode:2 | 83KB
[tuimon] frame 72ms | push:13 wait:0 snap:36 encode:23 | 82KB
[tuimon] frame 50ms | push:12 wait:1 snap:34 encode:1 | 82KB
[tuimon] frame 49ms | push:13 wait:2 snap:32 encode:2 | 83KB
[tuimon] frame 51ms | push:13 wait:1 snap:34 encode:2 | 82KB
[tuimon] frame 91ms | push:17 wait:1 snap:46 encode:27 | 82KB
[tuimon] frame 83ms | push:25 wait:2 snap:55 encode:1 | 82KB
[tuimon] frame 60ms | push:14 wait:0 snap:44 encode:2 | 83KB
[tuimon] frame 63ms | push:12 wait:1 snap:49 encode:1 | 83KB
[tuimon] frame 57ms | push:11 wait:0 snap:43 encode:2 | 83KB
[tuimon] frame 58ms | push:13 wait:2 snap:41 encode:2 | 84KB
[tuimon] frame 72ms | push:13 wait:2 snap:41 encode:17 | 85KB
[tuimon] frame 70ms | push:12 wait:0 snap:41 encode:17 | 83KB
[tuimon] frame 100ms | push:32 wait:1 snap:51 encode:16 | 84KB
[tuimon] frame 85ms | push:23 wait:2 snap:56 encode:5 | 83KB
[tuimon] frame 99ms | push:35 wait:12 snap:50 encode:3 | 84KB
[tuimon] frame 54ms | push:14 wait:1 snap:37 encode:1 | 83KB
[tuimon] frame 68ms | push:13 wait:2 snap:36 encode:17 | 84KB
[tuimon] frame 63ms | push:13 wait:1 snap:33 encode:15 | 84KB
[tuimon] frame 99ms | push:37 wait:1 snap:45 encode:15 | 84KB
[tuimon] frame 127ms | push:12 wait:0 snap:53 encode:62 | 83KB
[tuimon] frame 63ms | push:12 wait:1 snap:48 encode:1 | 84KB
[tuimon] frame 64ms | push:10 wait:1 snap:50 encode:2 | 85KB
[tuimon] frame 111ms | push:14 wait:2 snap:35 encode:61 | 84KB
[tuimon] frame 108ms | push:27 wait:1 snap:70 encode:11 | 84KB
[tuimon] frame 123ms | push:23 wait:1 snap:77 encode:21 | 84KB
[tuimon] frame 79ms | push:12 wait:2 snap:63 encode:2 | 84KB
[tuimon] frame 77ms | push:11 wait:0 snap:64 encode:1 | 84KB
[tuimon] frame 64ms | push:12 wait:2 snap:48 encode:2 | 84KB
[tuimon] frame 71ms | push:12 wait:1 snap:43 encode:15 | 84KB
[tuimon] frame 61ms | push:12 wait:1 snap:44 encode:3 | 83KB
[tuimon] frame 72ms | push:11 wait:1 snap:43 encode:17 | 85KB
[tuimon] frame 55ms | push:11 wait:2 snap:40 encode:1 | 84KB
[tuimon] frame 62ms | push:12 wait:2 snap:46 encode:2 | 84KB
[tuimon] frame 116ms | push:51 wait:1 snap:48 encode:16 | 83KB
[tuimon] frame 53ms | push:11 wait:1 snap:39 encode:2 | 84KB
[tuimon] frame 65ms | push:12 wait:0 snap:37 encode:16 | 84KB
[tuimon] frame 63ms | push:12 wait:1 snap:34 encode:15 | 85KB
[tuimon] frame 50ms | push:12 wait:1 snap:35 encode:2 | 83KB
[tuimon] frame 59ms | push:11 wait:0 snap:33 encode:15 | 84KB
[tuimon] frame 48ms | push:12 wait:0 snap:34 encode:2 | 84KB
[tuimon] frame 64ms | push:11 wait:2 snap:35 encode:17 | 84KB
[tuimon] frame 60ms | push:10 wait:0 snap:32 encode:17 | 84KB
[tuimon] frame 52ms | push:12 wait:2 snap:37 encode:2 | 84KB
[tuimon] frame 62ms | push:15 wait:2 snap:44 encode:1 | 84KB
[tuimon] frame 61ms | push:14 wait:1 snap:45 encode:1 | 84KB
[tuimon] frame 62ms | push:14 wait:1 snap:46 encode:1 | 83KB
[tuimon] frame 69ms | push:13 wait:2 snap:52 encode:2 | 85KB
[tuimon] frame 117ms | push:64 wait:1 snap:51 encode:1 | 84KB
[tuimon] frame 76ms | push:13 wait:0 snap:59 encode:3 | 84KB
[tuimon] frame 116ms | push:10 wait:1 snap:86 encode:19 | 83KB
[tuimon] frame 96ms | push:17 wait:1 snap:62 encode:17 | 84KB
[tuimon] frame 77ms | push:19 wait:1 snap:55 encode:1 | 84KB
[tuimon] frame 113ms | push:29 wait:1 snap:64 encode:19 | 83KB
[tuimon] frame 190ms | push:56 wait:1 snap:131 encode:2 | 83KB
[tuimon] frame 179ms | push:40 wait:1 snap:124 encode:14 | 84KB
[tuimon] frame 143ms | push:62 wait:0 snap:75 encode:6 | 83KB
[tuimon] frame 140ms | push:40 wait:2 snap:81 encode:18 | 84KB
[tuimon] frame 122ms | push:26 wait:1 snap:89 encode:5 | 84KB
[tuimon] frame 141ms | push:27 wait:8 snap:104 encode:2 | 83KB
[tuimon] frame 116ms | push:37 wait:1 snap:73 encode:6 | 82KB
[tuimon] frame 91ms | push:21 wait:1 snap:67 encode:1 | 83KB
[tuimon] frame 87ms | push:20 wait:1 snap:64 encode:2 | 82KB
[tuimon] frame 53ms | push:14 wait:2 snap:35 encode:2 | 82KB
[tuimon] frame 68ms | push:13 wait:2 snap:34 encode:19 | 81KB
[tuimon] frame 50ms | push:13 wait:2 snap:34 encode:2 | 81KB
[tuimon] frame 53ms | push:12 wait:0 snap:37 encode:3 | 80KB
[tuimon] frame 47ms | push:12 wait:1 snap:32 encode:2 | 81KB
[tuimon] frame 65ms | push:18 wait:2 snap:44 encode:2 | 81KB
[tuimon] frame 60ms | push:13 wait:2 snap:44 encode:2 | 82KB
[tuimon] frame 47ms | push:11 wait:2 snap:32 encode:2 | 83KB
[tuimon] frame 60ms | push:12 wait:1 snap:45 encode:2 | 82KB
[tuimon] frame 62ms | push:14 wait:1 snap:46 encode:2 | 83KB
[tuimon] frame 107ms | push:12 wait:1 snap:42 encode:52 | 84KB
[tuimon] frame 72ms | push:14 wait:2 snap:39 encode:17 | 84KB
[tuimon] frame 58ms | push:13 wait:1 snap:41 encode:2 | 84KB
[tuimon] frame 66ms | push:12 wait:2 snap:38 encode:15 | 84KB
[tuimon] frame 67ms | push:14 wait:2 snap:36 encode:16 | 85KB
[tuimon] frame 80ms | push:12 wait:1 snap:38 encode:28 | 85KB
[tuimon] frame 66ms | push:12 wait:2 snap:37 encode:15 | 85KB
[tuimon] frame 82ms | push:23 wait:2 snap:43 encode:14 | 83KB
[tuimon] frame 62ms | push:13 wait:2 snap:46 encode:2 | 83KB
[tuimon] frame 50ms | push:11 wait:2 snap:36 encode:2 | 83KB
[tuimon] frame 52ms | push:14 wait:1 snap:36 encode:2 | 82KB
[tuimon] frame 76ms | push:14 wait:1 snap:44 encode:17 | 83KB
[tuimon] frame 91ms | push:23 wait:2 snap:51 encode:15 | 84KB
[tuimon] frame 73ms | push:14 wait:0 snap:45 encode:14 | 85KB
[tuimon] frame 143ms | push:14 wait:1 snap:77 encode:51 | 83KB
[tuimon] frame 77ms | push:12 wait:2 snap:52 encode:11 | 83KB
[tuimon] frame 106ms | push:29 wait:1 snap:73 encode:3 | 84KB
[tuimon] frame 73ms | push:16 wait:3 snap:51 encode:2 | 83KB
[tuimon] frame 72ms | push:14 wait:2 snap:38 encode:17 | 84KB
[tuimon] frame 63ms | push:19 wait:1 snap:39 encode:4 | 83KB
[tuimon] frame 64ms | push:19 wait:1 snap:42 encode:1 | 84KB
[tuimon] frame 51ms | push:12 wait:2 snap:35 encode:2 | 84KB
[tuimon] frame 56ms | push:14 wait:1 snap:39 encode:1 | 84KB
[tuimon] frame 44ms | push:12 wait:0 snap:31 encode:1 | 83KB
[tuimon] frame 48ms | push:12 wait:1 snap:33 encode:1 | 83KB
[tuimon] frame 62ms | push:12 wait:1 snap:34 encode:16 | 84KB
[tuimon] frame 110ms | push:13 wait:1 snap:41 encode:55 | 85KB
[tuimon] frame 50ms | push:13 wait:2 snap:34 encode:1 | 83KB
[tuimon] frame 94ms | push:32 wait:1 snap:44 encode:16 | 83KB
[tuimon] frame 50ms | push:12 wait:0 snap:36 encode:1 | 83KB
[tuimon] frame 50ms | push:15 wait:0 snap:33 encode:2 | 83KB
[tuimon] frame 58ms | push:11 wait:2 snap:44 encode:2 | 82KB
[tuimon] frame 56ms | push:12 wait:0 snap:42 encode:2 | 83KB
[tuimon] frame 57ms | push:12 wait:2 snap:41 encode:1 | 82KB
[tuimon] frame 54ms | push:12 wait:2 snap:39 encode:2 | 82KB
[tuimon] frame 53ms | push:15 wait:2 snap:34 encode:2 | 82KB
[tuimon] frame 56ms | push:20 wait:1 snap:33 encode:1 | 81KB
[tuimon] frame 59ms | push:12 wait:2 snap:40 encode:6 | 81KB
[tuimon] frame 58ms | push:12 wait:1 snap:43 encode:1 | 82KB
[tuimon] frame 50ms | push:13 wait:2 snap:34 encode:2 | 82KB
[tuimon] frame 48ms | push:12 wait:0 snap:34 encode:2 | 83KB
[tuimon] frame 100ms | push:13 wait:1 snap:37 encode:49 | 84KB
[tuimon] frame 59ms | push:12 wait:2 snap:44 encode:2 | 82KB
[tuimon] frame 56ms | push:12 wait:0 snap:43 encode:2 | 82KB
[tuimon] frame 54ms | push:12 wait:1 snap:40 encode:2 | 83KB
[tuimon] frame 76ms | push:17 wait:2 snap:35 encode:22 | 84KB
[tuimon] frame 57ms | push:13 wait:2 snap:41 encode:1 | 85KB
[tuimon] frame 66ms | push:11 wait:1 snap:37 encode:17 | 84KB
[tuimon] frame 84ms | push:14 wait:2 snap:66 encode:2 | 84KB
[tuimon] frame 75ms | push:13 wait:2 snap:38 encode:23 | 84KB
[tuimon] frame 50ms | push:13 wait:0 snap:35 encode:1 | 84KB
[tuimon] frame 68ms | push:14 wait:1 snap:51 encode:2 | 84KB
[tuimon] frame 69ms | push:16 wait:1 snap:36 encode:16 | 84KB
[tuimon] frame 114ms | push:27 wait:0 snap:71 encode:16 | 84KB
[tuimon] frame 53ms | push:14 wait:0 snap:37 encode:2 | 83KB
[tuimon] frame 52ms | push:14 wait:2 snap:35 encode:1 | 83KB
[tuimon] frame 63ms | push:12 wait:1 snap:34 encode:15 | 84KB
[tuimon] frame 77ms | push:14 wait:2 snap:44 encode:16 | 85KB
[tuimon] frame 61ms | push:11 wait:0 snap:34 encode:15 | 84KB
[tuimon] frame 97ms | push:14 wait:0 snap:45 encode:37 | 84KB
[tuimon] frame 68ms | push:12 wait:1 snap:34 encode:22 | 84KB
[tuimon] frame 72ms | push:11 wait:2 snap:44 encode:15 | 84KB
[tuimon] frame 56ms | push:12 wait:1 snap:42 encode:1 | 83KB
[tuimon] frame 58ms | push:13 wait:1 snap:42 encode:1 | 84KB
[tuimon] frame 69ms | push:13 wait:2 snap:39 encode:16 | 84KB
[tuimon] frame 68ms | push:14 wait:1 snap:37 encode:16 | 85KB
[tuimon] frame 67ms | push:14 wait:1 snap:36 encode:15 | 85KB
[tuimon] frame 61ms | push:11 wait:2 snap:46 encode:2 | 85KB
[tuimon] frame 54ms | push:12 wait:0 snap:39 encode:2 | 83KB
[tuimon] frame 50ms | push:11 wait:2 snap:35 encode:3 | 84KB
[tuimon] frame 47ms | push:11 wait:2 snap:33 encode:2 | 85KB
[tuimon] frame 47ms | push:10 wait:2 snap:32 encode:2 | 83KB
[tuimon] frame 54ms | push:12 wait:1 snap:41 encode:1 | 86KB
[tuimon] frame 68ms | push:13 wait:2 snap:37 encode:16 | 84KB
[tuimon] frame 57ms | push:13 wait:2 snap:41 encode:1 | 85KB
[tuimon] frame 89ms | push:13 wait:2 snap:73 encode:1 | 84KB
[tuimon] frame 65ms | push:12 wait:1 snap:51 encode:1 | 84KB
[tuimon] frame 84ms | push:25 wait:2 snap:55 encode:2 | 83KB
[tuimon] frame 53ms | push:12 wait:2 snap:38 encode:1 | 84KB
[tuimon] frame 61ms | push:11 wait:1 snap:33 encode:16 | 84KB
[tuimon] frame 77ms | push:20 wait:1 snap:41 encode:15 | 84KB
[tuimon] frame 55ms | push:16 wait:1 snap:36 encode:2 | 84KB
[tuimon] frame 62ms | push:12 wait:2 snap:32 encode:15 | 83KB
[tuimon] frame 58ms | push:12 wait:2 snap:44 encode:1 | 82KB
[tuimon] frame 59ms | push:12 wait:2 snap:42 encode:3 | 82KB
[tuimon] frame 60ms | push:12 wait:1 snap:44 encode:3 | 82KB
[tuimon] frame 65ms | push:12 wait:2 snap:51 encode:1 | 82KB
[tuimon] frame 58ms | push:12 wait:1 snap:44 encode:2 | 82KB
[tuimon] frame 54ms | push:12 wait:0 snap:40 encode:2 | 82KB
[tuimon] frame 53ms | push:11 wait:2 snap:38 encode:2 | 81KB
[tuimon] frame 48ms | push:12 wait:2 snap:33 encode:1 | 81KB
[tuimon] frame 110ms | push:19 wait:1 snap:71 encode:19 | 83KB
[tuimon] frame 48ms | push:11 wait:0 snap:35 encode:2 | 82KB
[tuimon] frame 47ms | push:12 wait:2 snap:32 encode:2 | 81KB
[tuimon] frame 48ms | push:11 wait:2 snap:33 encode:2 | 83KB
